#        Clock      Arrival Time(s)  BS Number
---     --------    ---------------   -------
76	12:02:30	150.704		20
77	12:02:31	151.179		6
78	12:02:31	151.548		7
79	12:02:32	152.245		9
80	12:02:34	154.704		15
81	12:02:36	156.775		7
82	12:02:39	159.158		6
83	12:02:40	160.922		7
84	12:02:41	161.410		15
85	12:02:42	162.193		13
86	12:02:43	163.744		3
87	12:02:45	165.223		10
88	12:02:48	168.740		13
89	12:02:51	171.063		15
90	12:02:53	173.702		7
91	12:02:54	174.054		15
92	12:02:55	175.292		6
93	12:02:55	175.440		15
94	12:02:55	175.884		17
95	12:02:57	177.372		19
96	12:02:58	178.719		1
97	12:02:59	179.924		10
98	12:03:01	181.010		18
99	12:03:02	182.407		9
100	12:03:03	183.831		20
101	12:03:05	185.353		11
102	12:03:06	186.878		10
103	12:03:08	188.495		11
104	12:03:12	192.950		4
105	12:03:13	193.499		11
106	12:03:13	193.812		13
107	12:03:17	197.405		16
108	12:03:19	199.454		15
109	12:03:19	199.702		6
110	12:03:21	201.566		2
111	12:03:25	205.663		6
112	12:03:27	207.419		11
113	12:03:30	210.944		14
114	12:03:34	214.293		11
115	12:03:39	219.715		8
116	12:03:40	220.609		18
117	12:03:42	222.067		6
118	12:03:42	222.881		3
119	12:03:43	223.308		6
120	12:03:48	228.313		20
121	12:03:48	228.701		6
122	12:03:54	234.844		8
123	12:03:55	235.006		15
124	12:03:59	239.996		10
125	12:04:00	240.680		20
126	12:04:00	240.920		17
127	12:04:05	245.888		20
128	12:04:06	246.608		10
129	12:04:07	247.738		2
130	12:04:09	249.411		3
131	12:04:09	249.731		8
132	12:04:12	252.010		9
133	12:04:12	252.515		8
134	12:04:13	253.003		2
135	12:04:13	253.943		7
136	12:04:14	254.029		3
137	12:04:14	254.043		17
138	12:04:17	257.269		17
139	12:04:21	261.140		2
140	12:04:23	263.670		9
141	12:04:24	264.214		11
142	12:04:26	266.359		1
143	12:04:27	267.298		14
144	12:04:28	268.434		10
145	12:04:30	270.465		18
146	12:04:30	270.848		5
147	12:04:32	272.391		11
148	12:04:32	272.943		18
149	12:04:33	273.684		3
150	12:04:34	274.895		11
151	12:04:38	278.493		6
152	12:04:40	280.110		17
153	12:04:41	281.019		16
154	12:04:44	284.083		7
155	12:04:48	288.791		8
156	12:04:48	288.971		4
157	12:04:51	291.137		7
158	12:04:52	292.017		4
159	12:04:52	292.902		9
160	12:04:55	295.820		7
161	12:04:56	296.206		3
162	12:04:57	297.716		6
163	12:04:59	299.739		5
164	12:05:01	301.133		9
165	12:05:07	307.951		8
166	12:05:12	312.293		10
167	12:05:12	312.396		13
168	12:05:15	315.162		17
169	12:05:18	318.426		8
170	12:05:18	318.825		13
171	12:05:18	318.907		18
172	12:05:21	321.607		9
173	12:05:24	324.529		10
174	12:05:29	329.447		1
175	12:05:31	331.262		7
176	12:05:31	331.793		17
177	12:05:37	337.228		19
178	12:05:38	338.262		8
179	12:05:39	339.437		7
180	12:05:45	345.756		7
181	12:05:45	345.898		12
182	12:05:46	346.126		3
183	12:05:46	346.421		1
184	12:05:49	350.000		17
185	12:05:50	350.356		20
186	12:05:51	351.633		5
187	12:05:57	357.265		16
188	12:05:59	359.873		18
189	12:06:03	363.666		8
190	12:06:03	363.884		6
191	12:06:04	364.995		4
192	12:06:05	365.960		15
193	12:06:08	368.705		18
194	12:06:09	369.787		2
195	12:06:14	374.583		2
196	12:06:16	376.841		13
197	12:06:19	379.518		7
198	12:06:20	380.045		10
199	12:06:20	380.592		8
200	12:06:21	381.268		9
